   0.80000000 -108.47182620 
   0.80603015 -108.50157034 
   0.81206030 -108.52997065 
   0.81809045 -108.55707609 
   0.82412060 -108.58293370 
   0.83015075 -108.60758888 
   0.83618090 -108.63108535 
   0.84221106 -108.65346519 
   0.84824121 -108.67476898 
   0.85427136 -108.69503581 
   0.86030151 -108.71430331 
   0.86633166 -108.73260779 
   0.87236181 -108.74998418 
   0.87839196 -108.76646619 
   0.88442211 -108.78208631 
   0.89045226 -108.79687581 
   0.89648241 -108.81086488 
   0.90251256 -108.82408259 
   0.90854271 -108.83655698 
   0.91457286 -108.84831507 
   0.92060302 -108.85938295 
   0.92663317 -108.86978572 
   0.93266332 -108.87954764 
   0.93869347 -108.88869208 
   0.94472362 -108.89724158 
   0.95075377 -108.90521790 
   0.95678392 -108.91264202 
   0.96281407 -108.91953417 
   0.96884422 -108.92591390 
   0.97487437 -108.93180006 
   0.98090452 -108.93721083 
   0.98693467 -108.94216378 
   0.99296482 -108.94667584 
   0.99899497 -108.95076338 
   1.00502513 -108.95444220 
   1.01105528 -108.95772754 
   1.01708543 -108.96063413 
   1.02311558 -108.96317619 
   1.02914573 -108.96536745 
   1.03517588 -108.96722117 
   1.04120603 -108.96875016 
   1.04723618 -108.96996681 
   1.05326633 -108.97088307 
   1.05929648 -108.97151048 
   1.06532663 -108.97186021 
   1.07135678 -108.97194305 
   1.07738693 -108.97176941 
   1.08341709 -108.97134936 
   1.08944724 -108.97069264 
   1.09547739 -108.96980866 
   1.10150754 -108.96870650 
   1.10753769 -108.96739495 
   1.11356784 -108.96588251 
   1.11959799 -108.96417739 
   1.12562814 -108.96228752 
   1.13165829 -108.96022058 
   1.13768844 -108.95798399 
   1.14371859 -108.95558491 
   1.14974874 -108.95303027 
   1.15577889 -108.95032678 
   1.16180905 -108.94748092 
   1.16783920 -108.94449894 
   1.17386935 -108.94138689 
   1.17989950 -108.93815063 
   1.18592965 -108.93479582 
   1.19195980 -108.93132791 
   1.19798995 -108.92775219 
   1.20402010 -108.92407377 
   1.21005025 -108.92029758 
   1.21608040 -108.91642838 
   1.22211055 -108.91247078 
   1.22814070 -108.90842923 
   1.23417085 -108.90430803 
   1.24020101 -108.90011134 
   1.24623116 -108.89584316 
   1.25226131 -108.89150736 
   1.25829146 -108.88710768 
   1.26432161 -108.88264774 
   1.27035176 -108.87813100 
   1.27638191 -108.87356086 
   1.28241206 -108.86894053 
   1.28844221 -108.86427316 
   1.29447236 -108.85956176 
   1.30050251 -108.85480924 
   1.30653266 -108.85001842 
   1.31256281 -108.84519200 
   1.31859296 -108.84033259 
   1.32462312 -108.83544270 
   1.33065327 -108.83052475 
   1.33668342 -108.82558108 
   1.34271357 -108.82061393 
   1.34874372 -108.81562546 
   1.35477387 -108.81061775 
   1.36080402 -108.80559280 
   1.36683417 -108.80055255 
   1.37286432 -108.79549882 
   1.37889447 -108.79043342 
   1.38492462 -108.78535804 
   1.39095477 -108.78027432 
   1.39698492 -108.77518385 
   1.40301508 -108.77008814 
   1.40904523 -108.76498863 
   1.41507538 -108.75988672 
   1.42110553 -108.75478376 
   1.42713568 -108.74968100 
   1.43316583 -108.74457969 
   1.43919598 -108.73948100 
   1.44522613 -108.73438605 
   1.45125628 -108.72929592 
   1.45728643 -108.72421164 
   1.46331658 -108.71913420 
   1.46934673 -108.71406453 
   1.47537688 -108.70900354 
   1.48140704 -108.70395209 
   1.48743719 -108.69891100 
   1.49346734 -108.69388104 
   1.49949749 -108.68886297 
   1.50552764 -108.68385750 
   1.51155779 -108.67886530 
   1.51758794 -108.67388702 
   1.52361809 -108.66892329 
   1.52964824 -108.66397467 
   1.53567839 -108.65904174 
   1.54170854 -108.65412502 
   1.54773869 -108.64922501 
   1.55376884 -108.64434219 
   1.55979899 -108.63947701 
   1.56582915 -108.63462990 
   1.57185930 -108.62980127 
   1.57788945 -108.62499151 
   1.58391960 -108.62020098 
   1.58994975 -108.61543003 
   1.59597990 -108.61067898 
   1.60201005 -108.60594814 
   1.60804020 -108.60123780 
   1.61407035 -108.59654824 
   1.62010050 -108.59187972 
   1.62613065 -108.58723247 
   1.63216080 -108.58260673 
   1.63819095 -108.57800271 
   1.64422111 -108.57342062 
   1.65025126 -108.56886063 
   1.65628141 -108.56432293 
   1.66231156 -108.55980768 
   1.66834171 -108.55531503 
   1.67437186 -108.55084512 
   1.68040201 -108.54639808 
   1.68643216 -108.54197403 
   1.69246231 -108.53757309 
   1.69849246 -108.53319535 
   1.70452261 -108.57533223 
   1.71055276 -108.57278816 
   1.71658291 -108.57027951 
   1.72261307 -108.56780546 
   1.72864322 -108.56536522 
   1.73467337 -108.56295801 
   1.74070352 -108.56058308 
   1.74673367 -108.55823970 
   1.75276382 -108.55592716 
   1.75879397 -108.55364477 
   1.76482412 -108.55139185 
   1.77085427 -108.54916775 
   1.77688442 -108.54697183 
   1.78291457 -108.54480347 
   1.78894472 -108.54266207 
   1.79497487 -108.54054704 
   1.80100503 -108.53845781 
   1.80703518 -108.53639381 
   1.81306533 -108.53435451 
   1.81909548 -108.53233937 
   1.82512563 -108.53034787 
   1.83115578 -108.52837952 
   1.83718593 -108.52643382 
   1.84321608 -108.52451029 
   1.84924623 -108.52260847 
   1.85527638 -108.52072789 
   1.86130653 -108.51886811 
   1.86733668 -108.51702870 
   1.87336683 -108.51520923 
   1.87939698 -108.51340929 
   1.88542714 -108.51162848 
   1.89145729 -108.50986638 
   1.89748744 -108.50812263 
   1.90351759 -108.50639684 
   1.90954774 -108.50468865 
   1.91557789 -108.50299769 
   1.92160804 -108.50132360 
   1.92763819 -108.49966606 
   1.93366834 -108.49802471 
   1.93969849 -108.49639924 
   1.94572864 -108.49478931 
   1.95175879 -108.49319462 
   1.95778894 -108.49161486 
   1.96381910 -108.49004973 
   1.96984925 -108.48849893 
   1.97587940 -108.48696218 
   1.98190955 -108.48543920 
   1.98793970 -108.48392972 
   1.99396985 -108.48243346 
   2.00000000 -108.48095017 
