   0.80000000 -149.20571697 
   0.80603015 -149.24173576 
   0.81206030 -149.27629300 
   0.81809045 -149.30944363 
   0.82412060 -149.34124035 
   0.83015075 -149.37173392 
   0.83618090 -149.40097315 
   0.84221106 -149.42900490 
   0.84824121 -149.45587433 
   0.85427136 -149.48162487 
   0.86030151 -149.50629824 
   0.86633166 -149.52993471 
   0.87236181 -149.55257293 
   0.87839196 -149.57425017 
   0.88442211 -149.59500234 
   0.89045226 -149.61486394 
   0.89648241 -149.63386827 
   0.90251256 -149.65204740 
   0.90854271 -149.66943220 
   0.91457286 -149.68605243 
   0.92060302 -149.70193680 
   0.92663317 -149.71711294 
   0.93266332 -149.73160750 
   0.93869347 -149.74544620 
   0.94472362 -149.75865379 
   0.95075377 -149.77125419 
   0.95678392 -149.78327044 
   0.96281407 -149.79472475 
   0.96884422 -149.80563857 
   0.97487437 -149.81603261 
   0.98090452 -149.82592679 
   0.98693467 -149.83534039 
   0.99296482 -149.84429197 
   0.99899497 -149.85279946 
   1.00502513 -149.86088017 
   1.01105528 -149.86855078 
   1.01708543 -149.87582740 
   1.02311558 -149.88272558 
   1.02914573 -149.88926031 
   1.03517588 -149.89544608 
   1.04120603 -149.90129685 
   1.04723618 -149.90682611 
   1.05326633 -149.91204686 
   1.05929648 -149.91697166 
   1.06532663 -149.92161261 
   1.07135678 -149.92598140 
   1.07738693 -149.93008931 
   1.08341709 -149.93394720 
   1.08944724 -149.93756557 
   1.09547739 -149.94095452 
   1.10150754 -149.94412383 
   1.10753769 -149.94708288 
   1.11356784 -149.94984077 
   1.11959799 -149.95240622 
   1.12562814 -149.95478766 
   1.13165829 -149.95699323 
   1.13768844 -149.95903074 
   1.14371859 -149.96090775 
   1.14974874 -149.96263151 
   1.15577889 -149.96420902 
   1.16180905 -149.96564704 
   1.16783920 -149.96695204 
   1.17386935 -149.96813027 
   1.17989950 -149.96918775 
   1.18592965 -149.97013028 
   1.19195980 -149.97096341 
   1.19798995 -149.97169252 
   1.20402010 -149.97232275 
   1.21005025 -149.97285906 
   1.21608040 -149.97330624 
   1.22211055 -149.97366885 
   1.22814070 -149.97395132 
   1.23417085 -149.97415787 
   1.24020101 -149.97429259 
   1.24623116 -149.97435939 
   1.25226131 -149.97436202 
   1.25829146 -149.97430412 
   1.26432161 -149.97418914 
   1.27035176 -149.97402043 
   1.27638191 -149.97380120 
   1.28241206 -149.97353451 
   1.28844221 -149.97322333 
   1.29447236 -149.97287051 
   1.30050251 -149.97247876 
   1.30653266 -149.97205071 
   1.31256281 -149.97158888 
   1.31859296 -149.97109569 
   1.32462312 -149.97057345 
   1.33065327 -149.97002440 
   1.33668342 -149.96945069 
   1.34271357 -149.96885437 
   1.34874372 -149.96823742 
   1.35477387 -149.96760174 
   1.36080402 -149.96694916 
   1.36683417 -149.96628144 
   1.37286432 -149.96560026 
   1.37889447 -149.96490725 
   1.38492462 -149.96420396 
   1.39095477 -149.96349190 
   1.39698492 -149.96277250 
   1.40301508 -149.96204715 
   1.40904523 -149.96131719 
   1.41507538 -149.96058389 
   1.42110553 -149.95984850 
   1.42713568 -149.95911218 
   1.43316583 -149.95837609 
   1.43919598 -149.95764132 
   1.44522613 -149.95690892 
   1.45125628 -149.95617991 
   1.45728643 -149.95545525 
   1.46331658 -149.95473588 
   1.46934673 -149.95402270 
   1.47537688 -149.95331658 
   1.48140704 -149.95261833 
   1.48743719 -149.95192877 
   1.49346734 -149.95124864 
   1.49949749 -149.95057869 
   1.50552764 -149.94991961 
   1.51155779 -149.94927207 
   1.51758794 -149.94863672 
   1.52361809 -149.94801417 
   1.52964824 -149.94740502 
   1.53567839 -149.94680983 
   1.54170854 -149.94622912 
   1.54773869 -149.94566343 
   1.55376884 -149.94511322 
   1.55979899 -149.94457898 
   1.56582915 -149.94406115 
   1.57185930 -149.94356014 
   1.57788945 -149.94307635 
   1.58391960 -149.94261017 
   1.58994975 -149.94216196 
   1.59597990 -149.94173206 
   1.60201005 -149.94132078 
   1.60804020 -149.94092844 
   1.61407035 -149.94055532 
   1.62010050 -149.94020169 
   1.62613065 -149.93986780 
   1.63216080 -149.93955390 
   1.63819095 -149.93926021 
   1.64422111 -149.93898693 
   1.65025126 -149.93873427 
   1.65628141 -149.93850241 
   1.66231156 -149.93829151 
   1.66834171 -149.93810174 
   1.67437186 -149.93793324 
   1.68040201 -149.93778615 
   1.68643216 -149.93766060 
   1.69246231 -149.93755669 
   1.69849246 -149.93747454 
   1.70452261 -149.93741424 
   1.71055276 -149.93737588 
